kraj,dni,wariant,nazwa,cena_pln,ocena_booking,opinie_booking,status_prania,pralka_potwierdzona,pralka_tylko_opinia,usluga_prania,kuchnia,prywatna_lazienka,beachfront,sea_view,parking,plaza_booking,ocena_wyboru_1_10,link,page-content
Grecja,11,B — rozsądnie: lokalizacja / opinia / pralka preferowana,Sunflower Apartments & Studios,TBD,9,151,Pralnia/usługa prania potwierdzona w udogodnieniach obiektu,False,False,True,True,True,False,False,True,"The nearest beach is 1,650 ft from Sunflower Apartments & Studios.",9.6,https://www.booking.com/hotel/gr/sunflower-apartments-and-studios.html?aid=2438770&checkin=2026-09-12&checkout=2026-09-23&no_rooms=1&group_adults=2&selected_currency=PLN,scrape/GRECJA/booking_matrix_grecja_MD/Grecja-Sunflower Apartments  Studios.md
Grecja,14,B — rozsądnie: lokalizacja / opinia / pralka preferowana,Sunflower Apartments & Studios,TBD,9,151,Pralnia/usługa prania potwierdzona w udogodnieniach obiektu,False,False,True,True,True,False,False,True,"The nearest beach is 1,650 ft from Sunflower Apartments & Studios.",9.6,https://www.booking.com/hotel/gr/sunflower-apartments-and-studios.html?aid=2438770&checkin=2026-09-12&checkout=2026-09-26&no_rooms=1&group_adults=2&selected_currency=PLN,scrape/GRECJA/booking_matrix_grecja_MD/Grecja-Sunflower Apartments  Studios.md
Grecja,8,B — rozsądnie: lokalizacja / opinia / pralka preferowana,Panorama,2146.00,9.1,381,Brak pralki/pralni w udogodnieniach obiektu,False,False,False,True,True,False,True,True,The nearest beach is 650 ft from Panorama.,9.3,https://www.booking.com/hotel/gr/panorama-laganas.html?aid=2438770&checkin=2026-09-12&checkout=2026-09-20&no_rooms=1&group_adults=2&selected_currency=PLN,scrape/GRECJA/booking_matrix_grecja_MD/Grecja-Panorama.md
Grecja,11,B — rozsądnie: lokalizacja / opinia / pralka preferowana,Panorama,2935.00,9.1,381,Brak pralki/pralni w udogodnieniach obiektu,False,False,False,True,True,False,True,True,The nearest beach is 650 ft from Panorama.,9.3,https://www.booking.com/hotel/gr/panorama-laganas.html?aid=2438770&checkin=2026-09-12&checkout=2026-09-23&no_rooms=1&group_adults=2&selected_currency=PLN,scrape/GRECJA/booking_matrix_grecja_MD/Grecja-Panorama.md
Grecja,14,B — rozsądnie: lokalizacja / opinia / pralka preferowana,Panorama,3682.00,9.1,381,Brak pralki/pralni w udogodnieniach obiektu,False,False,False,True,True,False,True,True,The nearest beach is 650 ft from Panorama.,9.3,https://www.booking.com/hotel/gr/panorama-laganas.html?aid=2438770&checkin=2026-09-12&checkout=2026-09-26&no_rooms=1&group_adults=2&selected_currency=PLN,scrape/GRECJA/booking_matrix_grecja_MD/Grecja-Panorama.md
Grecja,8,B — rozsądnie: lokalizacja / opinia / pralka preferowana,Porto Koukla Beach,3361.00,8.2,237,Pralnia/usługa prania potwierdzona w udogodnieniach obiektu,False,False,True,False,True,True,True,True,The nearest beach is 350 ft from Porto Koukla Beach.,8.9,https://www.booking.com/hotel/gr/porto-koukla-beach.html?aid=2438770&checkin=2026-09-12&checkout=2026-09-20&no_rooms=1&group_adults=2&selected_currency=PLN,scrape/GRECJA/booking_matrix_grecja_MD/Grecja-Porto Koukla Beach.md
Grecja,11,B — rozsądnie: lokalizacja / opinia / pralka preferowana,Porto Koukla Beach,4621.00,8.2,237,Pralnia/usługa prania potwierdzona w udogodnieniach obiektu,False,False,True,False,True,True,True,True,The nearest beach is 350 ft from Porto Koukla Beach.,8.9,https://www.booking.com/hotel/gr/porto-koukla-beach.html?aid=2438770&checkin=2026-09-12&checkout=2026-09-23&no_rooms=1&group_adults=2&selected_currency=PLN,scrape/GRECJA/booking_matrix_grecja_MD/Grecja-Porto Koukla Beach.md
Grecja,14,B — rozsądnie: lokalizacja / opinia / pralka preferowana,Porto Koukla Beach,5881.00,8.2,237,Pralnia/usługa prania potwierdzona w udogodnieniach obiektu,False,False,True,False,True,True,True,True,The nearest beach is 350 ft from Porto Koukla Beach.,8.9,https://www.booking.com/hotel/gr/porto-koukla-beach.html?aid=2438770&checkin=2026-09-12&checkout=2026-09-26&no_rooms=1&group_adults=2&selected_currency=PLN,scrape/GRECJA/booking_matrix_grecja_MD/Grecja-Porto Koukla Beach.md
Grecja,8,C — po kosztach: prywatna łazienka i rozsądne warunki,Dakis Studios,1595.00,9.4,267,Pralnia i pralka potwierdzone w udogodnieniach obiektu,True,False,True,True,True,False,True,True,The nearest beach is 650 ft from Dakis Studios.,10.0,https://www.booking.com/hotel/gr/dakis-studios.html?aid=2438770&checkin=2026-09-12&checkout=2026-09-20&no_rooms=1&group_adults=2&selected_currency=PLN,scrape/GRECJA/booking_matrix_grecja_MD/Grecja-Dakis Studios.md
Grecja,11,C — po kosztach: prywatna łazienka i rozsądne warunki,Dakis Studios,2193.00,9.4,267,Pralnia i pralka potwierdzone w udogodnieniach obiektu,True,False,True,True,True,False,True,True,The nearest beach is 650 ft from Dakis Studios.,10.0,https://www.booking.com/hotel/gr/dakis-studios.html?aid=2438770&checkin=2026-09-12&checkout=2026-09-23&no_rooms=1&group_adults=2&selected_currency=PLN,scrape/GRECJA/booking_matrix_grecja_MD/Grecja-Dakis Studios.md
Grecja,14,C — po kosztach: prywatna łazienka i rozsądne warunki,Dakis Studios,2791.00,9.4,267,Pralnia i pralka potwierdzone w udogodnieniach obiektu,True,False,True,True,True,False,True,True,The nearest beach is 650 ft from Dakis Studios.,10.0,https://www.booking.com/hotel/gr/dakis-studios.html?aid=2438770&checkin=2026-09-12&checkout=2026-09-26&no_rooms=1&group_adults=2&selected_currency=PLN,scrape/GRECJA/booking_matrix_grecja_MD/Grecja-Dakis Studios.md
Grecja,8,C — po kosztach: prywatna łazienka i rozsądne warunki,Aktipis Studios 1,1798.00,9.7,40,Brak pralki/pralni w udogodnieniach obiektu,False,False,False,True,True,False,True,True,"The nearest beach is 1,650 ft from Aktipis Studios 1.",10.0,https://www.booking.com/hotel/gr/aktipis-studios-1.html?aid=2438770&checkin=2026-09-12&checkout=2026-09-20&no_rooms=1&group_adults=2&selected_currency=PLN,scrape/GRECJA/booking_matrix_grecja_MD/Grecja-Aktipis Studios 1.md
Grecja,11,C — po kosztach: prywatna łazienka i rozsądne warunki,Aktipis Studios 1,2473.00,9.7,40,Brak pralki/pralni w udogodnieniach obiektu,False,False,False,True,True,False,True,True,"The nearest beach is 1,650 ft from Aktipis Studios 1.",10.0,https://www.booking.com/hotel/gr/aktipis-studios-1.html?aid=2438770&checkin=2026-09-12&checkout=2026-09-23&no_rooms=1&group_adults=2&selected_currency=PLN,scrape/GRECJA/booking_matrix_grecja_MD/Grecja-Aktipis Studios 1.md
Grecja,14,C — po kosztach: prywatna łazienka i rozsądne warunki,Aktipis Studios 1,3147.00,9.7,40,Brak pralki/pralni w udogodnieniach obiektu,False,False,False,True,True,False,True,True,"The nearest beach is 1,650 ft from Aktipis Studios 1.",10.0,https://www.booking.com/hotel/gr/aktipis-studios-1.html?aid=2438770&checkin=2026-09-12&checkout=2026-09-26&no_rooms=1&group_adults=2&selected_currency=PLN,scrape/GRECJA/booking_matrix_grecja_MD/Grecja-Aktipis Studios 1.md
Grecja,8,C — po kosztach: prywatna łazienka i rozsądne warunki,Aktipis Studios,1798.00,8.9,52,Brak pralki/pralni w udogodnieniach obiektu,False,False,False,True,True,False,False,True,"The nearest beach is 1,650 ft from Aktipis Studios.",9.3,https://www.booking.com/hotel/gr/aktipis-studios.html?aid=2438770&checkin=2026-09-12&checkout=2026-09-20&no_rooms=1&group_adults=2&selected_currency=PLN,scrape/GRECJA/booking_matrix_grecja_MD/Grecja-Aktipis Studios.md
Grecja,11,C — po kosztach: prywatna łazienka i rozsądne warunki,Aktipis Studios,2473.00,8.9,52,Brak pralki/pralni w udogodnieniach obiektu,False,False,False,True,True,False,False,True,"The nearest beach is 1,650 ft from Aktipis Studios.",9.3,https://www.booking.com/hotel/gr/aktipis-studios.html?aid=2438770&checkin=2026-09-12&checkout=2026-09-23&no_rooms=1&group_adults=2&selected_currency=PLN,scrape/GRECJA/booking_matrix_grecja_MD/Grecja-Aktipis Studios.md
Grecja,14,C — po kosztach: prywatna łazienka i rozsądne warunki,Aktipis Studios,3147.00,8.9,52,Brak pralki/pralni w udogodnieniach obiektu,False,False,False,True,True,False,False,True,"The nearest beach is 1,650 ft from Aktipis Studios.",9.3,https://www.booking.com/hotel/gr/aktipis-studios.html?aid=2438770&checkin=2026-09-12&checkout=2026-09-26&no_rooms=1&group_adults=2&selected_currency=PLN,scrape/GRECJA/booking_matrix_grecja_MD/Grecja-Aktipis Studios.md
Grecja,8,C — po kosztach: prywatna łazienka i rozsądne warunki,Theodora Studios,1934.00,9.4,340,Brak pralki/pralni w udogodnieniach obiektu,False,False,False,True,True,False,True,True,"The nearest beach is 1,000 ft from Theodora Studios.",9.9,https://www.booking.com/hotel/gr/theodora-studios-argasion.html?aid=2438770&checkin=2026-09-12&checkout=2026-09-20&no_rooms=1&group_adults=2&selected_currency=PLN,scrape/GRECJA/booking_matrix_grecja_MD/Grecja-Theodora Studios.md
Grecja,11,C — po kosztach: prywatna łazienka i rozsądne warunki,Theodora Studios,2659.00,9.4,340,Brak pralki/pralni w udogodnieniach obiektu,False,False,False,True,True,False,True,True,"The nearest beach is 1,000 ft from Theodora Studios.",9.9,https://www.booking.com/hotel/gr/theodora-studios-argasion.html?aid=2438770&checkin=2026-09-12&checkout=2026-09-23&no_rooms=1&group_adults=2&selected_currency=PLN,scrape/GRECJA/booking_matrix_grecja_MD/Grecja-Theodora Studios.md
Grecja,14,C — po kosztach: prywatna łazienka i rozsądne warunki,Theodora Studios,3385.00,9.4,340,Brak pralki/pralni w udogodnieniach obiektu,False,False,False,True,True,False,True,True,"The nearest beach is 1,000 ft from Theodora Studios.",9.9,https://www.booking.com/hotel/gr/theodora-studios-argasion.html?aid=2438770&checkin=2026-09-12&checkout=2026-09-26&no_rooms=1&group_adults=2&selected_currency=PLN,scrape/GRECJA/booking_matrix_grecja_MD/Grecja-Theodora Studios.md
Grecja,8,C — po kosztach: prywatna łazienka i rozsądne warunki,Aggire Summer Suites,1984.00,,3,Brak pralki/pralni w udogodnieniach obiektu,False,False,False,True,True,False,False,True,"The nearest beach is 2,600 ft from Aggire Summer Suites.",6.6,https://www.booking.com/hotel/gr/aggire-summer-suites.html?aid=2438770&checkin=2026-09-12&checkout=2026-09-20&no_rooms=1&group_adults=2&selected_currency=PLN,scrape/GRECJA/booking_matrix_grecja_MD/Grecja-Aggire Summer Suites.md
Grecja,11,C — po kosztach: prywatna łazienka i rozsądne warunki,Aggire Summer Suites,2576.00,,3,Brak pralki/pralni w udogodnieniach obiektu,False,False,False,True,True,False,False,True,"The nearest beach is 2,600 ft from Aggire Summer Suites.",6.6,https://www.booking.com/hotel/gr/aggire-summer-suites.html?aid=2438770&checkin=2026-09-12&checkout=2026-09-23&no_rooms=1&group_adults=2&selected_currency=PLN,scrape/GRECJA/booking_matrix_grecja_MD/Grecja-Aggire Summer Suites.md
Grecja,14,C — po kosztach: prywatna łazienka i rozsądne warunki,Aggire Summer Suites,3116.00,,3,Brak pralki/pralni w udogodnieniach obiektu,False,False,False,True,True,False,False,True,"The nearest beach is 2,600 ft from Aggire Summer Suites.",6.6,https://www.booking.com/hotel/gr/aggire-summer-suites.html?aid=2438770&checkin=2026-09-12&checkout=2026-09-26&no_rooms=1&group_adults=2&selected_currency=PLN,scrape/GRECJA/booking_matrix_grecja_MD/Grecja-Aggire Summer Suites.md
Grecja,8,C — po kosztach: prywatna łazienka i rozsądne warunki,Kuris Studios & Apartments,1934.00,9.3,123,Brak pralki/pralni w udogodnieniach obiektu,False,False,False,True,True,False,False,True,The nearest beach is 150 ft from Kuris Studios & Apartments.,9.7,https://www.booking.com/hotel/gr/kuris-apartments.html?aid=2438770&checkin=2026-09-12&checkout=2026-09-20&no_rooms=1&group_adults=2&selected_currency=PLN,scrape/GRECJA/booking_matrix_grecja_MD/Grecja-Kuris Studios  Apartments.md
Grecja,11,C — po kosztach: prywatna łazienka i rozsądne warunki,Kuris Studios & Apartments,2659.00,9.3,123,Brak pralki/pralni w udogodnieniach obiektu,False,False,False,True,True,False,False,True,The nearest beach is 150 ft from Kuris Studios & Apartments.,9.7,https://www.booking.com/hotel/gr/kuris-apartments.html?aid=2438770&checkin=2026-09-12&checkout=2026-09-23&no_rooms=1&group_adults=2&selected_currency=PLN,scrape/GRECJA/booking_matrix_grecja_MD/Grecja-Kuris Studios  Apartments.md
Grecja,14,C — po kosztach: prywatna łazienka i rozsądne warunki,Kuris Studios & Apartments,3385.00,9.3,123,Brak pralki/pralni w udogodnieniach obiektu,False,False,False,True,True,False,False,True,The nearest beach is 150 ft from Kuris Studios & Apartments.,9.7,https://www.booking.com/hotel/gr/kuris-apartments.html?aid=2438770&checkin=2026-09-12&checkout=2026-09-26&no_rooms=1&group_adults=2&selected_currency=PLN,scrape/GRECJA/booking_matrix_grecja_MD/Grecja-Kuris Studios  Apartments.md
Grecja,8,C — po kosztach: prywatna łazienka i rozsądne warunki,Panorama,2146.00,9.1,381,Brak pralki/pralni w udogodnieniach obiektu,False,False,False,True,True,False,True,True,The nearest beach is 650 ft from Panorama.,9.3,https://www.booking.com/hotel/gr/panorama-laganas.html?aid=2438770&checkin=2026-09-12&checkout=2026-09-20&no_rooms=1&group_adults=2&selected_currency=PLN,scrape/GRECJA/booking_matrix_grecja_MD/Grecja-Panorama.md
Grecja,11,C — po kosztach: prywatna łazienka i rozsądne warunki,Panorama,2935.00,9.1,381,Brak pralki/pralni w udogodnieniach obiektu,False,False,False,True,True,False,True,True,The nearest beach is 650 ft from Panorama.,9.3,https://www.booking.com/hotel/gr/panorama-laganas.html?aid=2438770&checkin=2026-09-12&checkout=2026-09-23&no_rooms=1&group_adults=2&selected_currency=PLN,scrape/GRECJA/booking_matrix_grecja_MD/Grecja-Panorama.md
Grecja,14,C — po kosztach: prywatna łazienka i rozsądne warunki,Panorama,3682.00,9.1,381,Brak pralki/pralni w udogodnieniach obiektu,False,False,False,True,True,False,True,True,The nearest beach is 650 ft from Panorama.,9.3,https://www.booking.com/hotel/gr/panorama-laganas.html?aid=2438770&checkin=2026-09-12&checkout=2026-09-26&no_rooms=1&group_adults=2&selected_currency=PLN,scrape/GRECJA/booking_matrix_grecja_MD/Grecja-Panorama.md
Grecja,8,C — po kosztach: prywatna łazienka i rozsądne warunki,Sunflower Apartments & Studios,TBD,9,151,Pralnia/usługa prania potwierdzona w udogodnieniach obiektu,False,False,True,True,True,False,False,True,"The nearest beach is 1,650 ft from Sunflower Apartments & Studios.",9.6,https://www.booking.com/hotel/gr/sunflower-apartments-and-studios.html?aid=2438770&checkin=2026-09-12&checkout=2026-09-20&no_rooms=1&group_adults=2&selected_currency=PLN,scrape/GRECJA/booking_matrix_grecja_MD/Grecja-Sunflower Apartments  Studios.md
Grecja,11,C — po kosztach: prywatna łazienka i rozsądne warunki,Sunflower Apartments & Studios,TBD,9,151,Pralnia/usługa prania potwierdzona w udogodnieniach obiektu,False,False,True,True,True,False,False,True,"The nearest beach is 1,650 ft from Sunflower Apartments & Studios.",9.6,https://www.booking.com/hotel/gr/sunflower-apartments-and-studios.html?aid=2438770&checkin=2026-09-12&checkout=2026-09-23&no_rooms=1&group_adults=2&selected_currency=PLN,scrape/GRECJA/booking_matrix_grecja_MD/Grecja-Sunflower Apartments  Studios.md
Grecja,14,C — po kosztach: prywatna łazienka i rozsądne warunki,Sunflower Apartments & Studios,TBD,9,151,Pralnia/usługa prania potwierdzona w udogodnieniach obiektu,False,False,True,True,True,False,False,True,"The nearest beach is 1,650 ft from Sunflower Apartments & Studios.",9.6,https://www.booking.com/hotel/gr/sunflower-apartments-and-studios.html?aid=2438770&checkin=2026-09-12&checkout=2026-09-26&no_rooms=1&group_adults=2&selected_currency=PLN,scrape/GRECJA/booking_matrix_grecja_MD/Grecja-Sunflower Apartments  Studios.md
Grecja,8,C — po kosztach: prywatna łazienka i rozsądne warunki,Calypso Studios,2440.00,9.6,292,Brak pralki/pralni w udogodnieniach obiektu,False,False,False,True,True,True,True,True,The nearest beach is 350 ft from Calypso Studios.,10.0,https://www.booking.com/hotel/gr/calypso-studios-amoudi.html?aid=2438770&checkin=2026-09-12&checkout=2026-09-20&no_rooms=1&group_adults=2&selected_currency=PLN,scrape/GRECJA/booking_matrix_grecja_MD/Grecja-Calypso Studios.md
Grecja,11,C — po kosztach: prywatna łazienka i rozsądne warunki,Calypso Studios,3297.00,9.6,292,Brak pralki/pralni w udogodnieniach obiektu,False,False,False,True,True,True,True,True,The nearest beach is 350 ft from Calypso Studios.,10.0,https://www.booking.com/hotel/gr/calypso-studios-amoudi.html?aid=2438770&checkin=2026-09-12&checkout=2026-09-23&no_rooms=1&group_adults=2&selected_currency=PLN,scrape/GRECJA/booking_matrix_grecja_MD/Grecja-Calypso Studios.md
Grecja,14,C — po kosztach: prywatna łazienka i rozsądne warunki,Calypso Studios,4155.00,9.6,292,Brak pralki/pralni w udogodnieniach obiektu,False,False,False,True,True,True,True,True,The nearest beach is 350 ft from Calypso Studios.,10.0,https://www.booking.com/hotel/gr/calypso-studios-amoudi.html?aid=2438770&checkin=2026-09-12&checkout=2026-09-26&no_rooms=1&group_adults=2&selected_currency=PLN,scrape/GRECJA/booking_matrix_grecja_MD/Grecja-Calypso Studios.md
Grecja,8,C — po kosztach: prywatna łazienka i rozsądne warunki,Villa Bella Vista,2782.00,9.4,100,Pralnia/usługa prania potwierdzona w udogodnieniach obiektu,False,False,True,True,True,True,True,True,"The nearest beach is 2,600 ft from Villa Bella Vista.",10.0,https://www.booking.com/hotel/gr/villa-bella-vista-marathias.html?aid=2438770&checkin=2026-09-12&checkout=2026-09-20&no_rooms=1&group_adults=2&selected_currency=PLN,scrape/GRECJA/booking_matrix_grecja_MD/Grecja-Villa Bella Vista.md
Grecja,11,C — po kosztach: prywatna łazienka i rozsądne warunki,Villa Bella Vista,3826.00,9.4,100,Pralnia/usługa prania potwierdzona w udogodnieniach obiektu,False,False,True,True,True,True,True,True,"The nearest beach is 2,600 ft from Villa Bella Vista.",10.0,https://www.booking.com/hotel/gr/villa-bella-vista-marathias.html?aid=2438770&checkin=2026-09-12&checkout=2026-09-23&no_rooms=1&group_adults=2&selected_currency=PLN,scrape/GRECJA/booking_matrix_grecja_MD/Grecja-Villa Bella Vista.md
Grecja,14,C — po kosztach: prywatna łazienka i rozsądne warunki,Villa Bella Vista,4869.00,9.4,100,Pralnia/usługa prania potwierdzona w udogodnieniach obiektu,False,False,True,True,True,True,True,True,"The nearest beach is 2,600 ft from Villa Bella Vista.",10.0,https://www.booking.com/hotel/gr/villa-bella-vista-marathias.html?aid=2438770&checkin=2026-09-12&checkout=2026-09-26&no_rooms=1&group_adults=2&selected_currency=PLN,scrape/GRECJA/booking_matrix_grecja_MD/Grecja-Villa Bella Vista.md
Cypr,8,A — super: plaża / ocena / okolica,Queens Bay Hotel,5586.00,9,137,Pralnia/usługa prania potwierdzona w udogodnieniach obiektu,False,False,True,True,True,True,True,True,"The nearest beach is 1,000 ft from Queens Bay Hotel.",9.7,https://www.booking.com/hotel/cy/queensbay.html?aid=2438770&checkin=2026-09-14&checkout=2026-09-22&no_rooms=1&group_adults=2&selected_currency=PLN,scrape/CYPR/booking_matrix_cypr_MD/Cypr-Queens Bay Hotel.md
Cypr,11,A — super: plaża / ocena / okolica,Queens Bay Hotel,7611.00,9,137,Pralnia/usługa prania potwierdzona w udogodnieniach obiektu,False,False,True,True,True,True,True,True,"The nearest beach is 1,000 ft from Queens Bay Hotel.",9.7,https://www.booking.com/hotel/cy/queensbay.html?aid=2438770&checkin=2026-09-14&checkout=2026-09-25&no_rooms=1&group_adults=2&selected_currency=PLN,scrape/CYPR/booking_matrix_cypr_MD/Cypr-Queens Bay Hotel.md
Cypr,14,A — super: plaża / ocena / okolica,Queens Bay Hotel,9690.00,9,137,Pralnia/usługa prania potwierdzona w udogodnieniach obiektu,False,False,True,True,True,True,True,True,"The nearest beach is 1,000 ft from Queens Bay Hotel.",9.7,https://www.booking.com/hotel/cy/queensbay.html?aid=2438770&checkin=2026-09-14&checkout=2026-09-28&no_rooms=1&group_adults=2&selected_currency=PLN,scrape/CYPR/booking_matrix_cypr_MD/Cypr-Queens Bay Hotel.md
Cypr,8,A — super: plaża / ocena / okolica,Capital Coast Resort And Spa,4886.00,7.8,970,Pralnia/usługa prania potwierdzona w udogodnieniach obiektu,False,False,True,True,True,True,True,True,The nearest beach is 650 ft from Capital Coast Resort And Spa.,8.5,https://www.booking.com/hotel/cy/capital-coast-resort-and-spa.html?aid=2438770&checkin=2026-09-14&checkout=2026-09-22&no_rooms=1&group_adults=2&selected_currency=PLN,scrape/CYPR/booking_matrix_cypr_MD/Cypr-Capital Coast Resort And Spa.md
Cypr,11,A — super: plaża / ocena / okolica,Capital Coast Resort And Spa,6719.00,7.8,970,Pralnia/usługa prania potwierdzona w udogodnieniach obiektu,False,False,True,True,True,True,True,True,The nearest beach is 650 ft from Capital Coast Resort And Spa.,8.5,https://www.booking.com/hotel/cy/capital-coast-resort-and-spa.html?aid=2438770&checkin=2026-09-14&checkout=2026-09-25&no_rooms=1&group_adults=2&selected_currency=PLN,scrape/CYPR/booking_matrix_cypr_MD/Cypr-Capital Coast Resort And Spa.md
Cypr,14,A — super: plaża / ocena / okolica,Capital Coast Resort And Spa,8551.00,7.8,970,Pralnia/usługa prania potwierdzona w udogodnieniach obiektu,False,False,True,True,True,True,True,True,The nearest beach is 650 ft from Capital Coast Resort And Spa.,8.5,https://www.booking.com/hotel/cy/capital-coast-resort-and-spa.html?aid=2438770&checkin=2026-09-14&checkout=2026-09-28&no_rooms=1&group_adults=2&selected_currency=PLN,scrape/CYPR/booking_matrix_cypr_MD/Cypr-Capital Coast Resort And Spa.md
Cypr,8,A — super: plaża / ocena / okolica,Helios Bay Hotel and Suites,3529.00,8.8,774,Pralnia/usługa prania potwierdzona w udogodnieniach obiektu,False,False,True,True,True,True,True,True,"The nearest beach is 2,300 ft from Helios Bay Hotel and Suites.",9.8,https://www.booking.com/hotel/cy/helios-bay.html?aid=2438770&checkin=2026-09-14&checkout=2026-09-22&no_rooms=1&group_adults=2&selected_currency=PLN,scrape/CYPR/booking_matrix_cypr_MD/Cypr-Helios Bay Hotel and Suites.md
Cypr,11,A — super: plaża / ocena / okolica,Helios Bay Hotel and Suites,4852.00,8.8,774,Pralnia/usługa prania potwierdzona w udogodnieniach obiektu,False,False,True,True,True,True,True,True,"The nearest beach is 2,300 ft from Helios Bay Hotel and Suites.",9.8,https://www.booking.com/hotel/cy/helios-bay.html?aid=2438770&checkin=2026-09-14&checkout=2026-09-25&no_rooms=1&group_adults=2&selected_currency=PLN,scrape/CYPR/booking_matrix_cypr_MD/Cypr-Helios Bay Hotel and Suites.md
Cypr,14,A — super: plaża / ocena / okolica,Helios Bay Hotel and Suites,6176.00,8.8,774,Pralnia/usługa prania potwierdzona w udogodnieniach obiektu,False,False,True,True,True,True,True,True,"The nearest beach is 2,300 ft from Helios Bay Hotel and Suites.",9.8,https://www.booking.com/hotel/cy/helios-bay.html?aid=2438770&checkin=2026-09-14&checkout=2026-09-28&no_rooms=1&group_adults=2&selected_currency=PLN,scrape/CYPR/booking_matrix_cypr_MD/Cypr-Helios Bay Hotel and Suites.md
Cypr,8,A — super: plaża / ocena / okolica,Aquamare Beach Hotel & Spa,5702.00,8.4,23,Pralnia/usługa prania potwierdzona w udogodnieniach obiektu,False,False,True,True,True,True,True,True,"The nearest beach is 1,300 ft from Aquamare Beach Hotel & Spa.",8.5,https://www.booking.com/hotel/cy/aquamare-beach-spa.html?aid=2438770&checkin=2026-09-14&checkout=2026-09-22&no_rooms=1&group_adults=2&selected_currency=PLN,scrape/CYPR/booking_matrix_cypr_MD/Cypr-Aquamare Beach Hotel  Spa.md
Cypr,11,A — super: plaża / ocena / okolica,Aquamare Beach Hotel & Spa,7788.00,8.4,23,Pralnia/usługa prania potwierdzona w udogodnieniach obiektu,False,False,True,True,True,True,True,True,"The nearest beach is 1,300 ft from Aquamare Beach Hotel & Spa.",8.5,https://www.booking.com/hotel/cy/aquamare-beach-spa.html?aid=2438770&checkin=2026-09-14&checkout=2026-09-25&no_rooms=1&group_adults=2&selected_currency=PLN,scrape/CYPR/booking_matrix_cypr_MD/Cypr-Aquamare Beach Hotel  Spa.md
Cypr,14,A — super: plaża / ocena / okolica,Aquamare Beach Hotel & Spa,10013.00,8.4,23,Pralnia/usługa prania potwierdzona w udogodnieniach obiektu,False,False,True,True,True,True,True,True,"The nearest beach is 1,300 ft from Aquamare Beach Hotel & Spa.",8.5,https://www.booking.com/hotel/cy/aquamare-beach-spa.html?aid=2438770&checkin=2026-09-14&checkout=2026-09-28&no_rooms=1&group_adults=2&selected_currency=PLN,scrape/CYPR/booking_matrix_cypr_MD/Cypr-Aquamare Beach Hotel  Spa.md
Cypr,8,A — super: plaża / ocena / okolica,Ariadne Apartments,2474.00,8.3,185,Pralnia i pralka potwierdzone w udogodnieniach obiektu,True,False,True,True,True,True,True,True,"The nearest beach is 1,000 ft from Ariadne Apartments.",10.0,https://www.booking.com/hotel/cy/ariadne-maisonette.html?aid=2438770&checkin=2026-09-14&checkout=2026-09-22&no_rooms=1&group_adults=2&selected_currency=PLN,scrape/CYPR/booking_matrix_cypr_MD/Cypr-Ariadne Apartments.md
Cypr,11,A — super: plaża / ocena / okolica,Ariadne Apartments,3401.00,8.3,185,Pralnia i pralka potwierdzone w udogodnieniach obiektu,True,False,True,True,True,True,True,True,"The nearest beach is 1,000 ft from Ariadne Apartments.",10.0,https://www.booking.com/hotel/cy/ariadne-maisonette.html?aid=2438770&checkin=2026-09-14&checkout=2026-09-25&no_rooms=1&group_adults=2&selected_currency=PLN,scrape/CYPR/booking_matrix_cypr_MD/Cypr-Ariadne Apartments.md
Cypr,14,A — super: plaża / ocena / okolica,Ariadne Apartments,5153.00,8.3,185,Pralnia i pralka potwierdzone w udogodnieniach obiektu,True,False,True,True,True,True,True,True,"The nearest beach is 1,000 ft from Ariadne Apartments.",10.0,https://www.booking.com/hotel/cy/ariadne-maisonette.html?aid=2438770&checkin=2026-09-14&checkout=2026-09-28&no_rooms=1&group_adults=2&selected_currency=PLN,scrape/CYPR/booking_matrix_cypr_MD/Cypr-Ariadne Apartments.md
Cypr,8,A — super: plaża / ocena / okolica,Leonardo Plaza Cypria Maris Beach Hotel & Spa,9317.00,9,253,Pralnia/usługa prania potwierdzona w udogodnieniach obiektu,False,False,True,True,True,True,True,True,The nearest beach is 650 ft from Leonardo Plaza Cypria Maris Beach Hotel & Spa.,8.2,https://www.booking.com/hotel/cy/cyprotels-hotels-and-resorts.html?aid=2438770&checkin=2026-09-14&checkout=2026-09-22&no_rooms=1&group_adults=2&selected_currency=PLN,scrape/CYPR/booking_matrix_cypr_MD/Cypr-Leonardo Plaza Cypria Maris Beach Hotel  Spa.md
Cypr,11,A — super: plaża / ocena / okolica,Leonardo Plaza Cypria Maris Beach Hotel & Spa,13563.00,9,253,Pralnia/usługa prania potwierdzona w udogodnieniach obiektu,False,False,True,True,True,True,True,True,The nearest beach is 650 ft from Leonardo Plaza Cypria Maris Beach Hotel & Spa.,8.2,https://www.booking.com/hotel/cy/cyprotels-hotels-and-resorts.html?aid=2438770&checkin=2026-09-14&checkout=2026-09-25&no_rooms=1&group_adults=2&selected_currency=PLN,scrape/CYPR/booking_matrix_cypr_MD/Cypr-Leonardo Plaza Cypria Maris Beach Hotel  Spa.md
